Row.names	PathwayMutatedGenes	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAControl_MutationRate	BRCAXControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_PYRUVATE_METABOLISM_AND_TCA_CYCLE	;LDHA(1),PDHX(1),SLC16A8(1)	9	0	4	3	0	0.428571428571	NA	0.0625	2.17881911760769	0.021871209282916
REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE	;CDC27(1),PSMB4(1),PSMD1(1)	9	0	4	3	0	0.428571428571	NA	0.0625	2.17881911760769	0.021871209282916
REACTOME_STABILIZATION_OF_P53	;MDM2(1),PSMB4(1),PSMD1(1)	9	0	4	3	0	0.428571428571	NA	0.0625	2.17881911760769	0.021871209282916
KEGG_CALCIUM_SIGNALING_PATHWAY	AGTR1(1),AVPR1B(1),PTAFR(1),TACR3(1);ADRA1B(1),AVPR1B(1),CCKAR(1),PDGFRA(1),PTGER1(1),PTK2B(1),VDAC3(1)	6	3	1	6	0.333333333333	0.857142857143	10.0259456139408	0.0545454545454546	2.09523809523809	0.0225750602855535
KEGG_BASE_EXCISION_REPAIR	MUTYH(1);OGG1(2),PARP2(1),POLE2(1)	8	1	3	4	0.111111111111	0.571428571429	8.96350064197249	0.0769230769230769	1.97063580689215	0.0359881144687758
KEGG_SALIVARY_SECRETION	ADCY5(1);ADRA1B(1),CST5(1),KCNN4(1),LPO(2)	8	1	3	4	0.111111111111	0.571428571429	8.96350064197249	0.0769230769230769	1.97063580689215	0.0359881144687758
REACTOME_METABOLISM_OF_AMINO_ACIDS	BBOX1(1);GLUL(1),MCCC2(1),PSMB4(1),PSMD1(1),SLC25A15(1),SLC6A12(2),SLC7A3(1)	8	1	3	4	0.111111111111	0.571428571429	8.96350064197249	0.0769230769230769	1.97063580689215	0.0359881144687758
BIOCARTA_IL7_PATHWAY	;PTK2B(1),STAT5A(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
BIOCARTA_LEPTIN_PATHWAY	;LEPR(1),PRKAG3(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
BIOCARTA_PPARA_PATHWAY	;SP1(1),STAT5A(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	;HARS(1),KARS(1),NARS(1),NARS2(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	;MPI(1),PGM2(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS	;GALNTL2(1),ST6GALNAC1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
KEGG_PROTEASOME	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	;PRKAG3(1),RPTOR(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	;GP1BA(1),KLKB1(1),PROC(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_GAP_JUNCTION_ASSEMBLY	;GJB7(1),GJD3(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_GLUTATHIONE_CONJUGATION	;GSTA5(1),GSTM5(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_INTRINSIC_PATHWAY	;GP1BA(1),KLKB1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	;KARS(1),NARS2(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_MTOR_SIGNALLING	;PRKAG3(1),RPTOR(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	;SLC6A12(2)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	;PRKAG3(1),RPTOR(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_SIGNALING_BY_BMP	;SMAD6(1),SMAD7(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_SIGNALING_BY_NOTCH	;DLL4(2)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_SIGNALING_BY_WNT	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_TRNA_AMINOACYLATION	;HARS(1),KARS(1),NARS(1),NARS2(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	;PSMB4(1),PSMD1(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
SA_PTEN_PATHWAY	;PTK2B(1),RBL2(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
ST_JNK_MAPK_PATHWAY	;MAP3K2(1),MAP3K9(1)	9	0	5	2	0	0.285714285714	NA	0.175	1.71428571428571	0.0707660973290378
REACTOME_CELL_CYCLE_MITOTIC	AURKB(1),ORC6(1),POLA2(1),RCC2(2);CDC27(1),CDC7(1),KIF20A(1),KIF2C(1),POLE2(1),PSMB4(1),PSMD1(1),RCC2(1)	6	3	2	5	0.333333333333	0.714285714286	4.47368223454136	0.157342657342657	1.51185789203691	0.0844036007300135
REACTOME_INSULIN_SYNTHESIS_AND_SECRETION	GNAI2(1),RPS3(1),SRP14(2);RPN1(2),SEC11C(1),SRP14(1),SRP68(1)	6	3	2	5	0.333333333333	0.714285714286	4.47368223454136	0.157342657342657	1.51185789203691	0.0844036007300135
Taube_EMT	ANXA3(1),DDR2(1),FGFR2(1),RHOD(1),TSHZ1(1);CORO1A(1),ERMP1(1),IGFBP2(1),LEPREL1(1),RHOD(1),STAC(1),ZCCHC24(1)	6	3	2	5	0.333333333333	0.714285714286	4.47368223454136	0.157342657342657	1.51185789203691	0.0844036007300135
BIOCARTA_BIOPEPTIDES_PATHWAY	STAT6(1);PTK2B(1),STAT4(1),STAT5A(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
BIOCARTA_EGF_PATHWAY	RASA1(1),STAT6(1);RASA1(1),STAT4(1),STAT5A(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
BIOCARTA_PDGF_PATHWAY	RASA1(1),STAT6(1);PDGFRA(1),RASA1(1),STAT4(1),STAT5A(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	ACSL6(1);LEPR(1),PRKAG3(1),TRAF2(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	PIK3R5(1);ASAP1(1),GAB2(1),SCIN(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
KEGG_NOTCH_SIGNALING_PATHWAY	PTCRA(1);CTBP2(1),DLL4(2)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	WWP2(1);CDC27(1),MDM2(1),UBE3B(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	ADRA2C(1);ADRA1B(1),TAAR1(1),TAAR6(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	SLC5A8(1);SLC1A3(1),SLC6A12(2),SLC7A3(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING	SH3GL2(1);AP1B1(1),HIP1R(1),SNX9(2)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	SH3GL2(1);AP1B1(1),HIP1R(1),SNX9(2)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_IRS_RELATED_EVENTS	FGFR2(1);FGF22(1),PRKAG3(1),RPTOR(1)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_METAL_ION_SLC_TRANSPORTERS	SLC39A2(1);SLC39A3(1),SLC39A4(2)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENES_FAMILY	SLC39A2(1);SLC39A3(1),SLC39A4(2)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
REACTOME_ZINC_TRANSPORTATION	SLC39A2(1);SLC39A3(1),SLC39A4(2)	8	1	4	3	0.111111111111	0.428571428571	5.31959742461363	0.192307692307692	1.45478593490662	0.104706835316701
BIOCARTA_P38MAPK_PATHWAY	MEF2D(1),TGFB2(1),TGFBR1(2);MAP3K9(1),MAPKAPK5(1),RAPGEF2(1),TRAF2(1)	7	2	3	4	0.222222222222	0.571428571429	4.19343171197852	0.181818181818182	1.43132010699118	0.124100548644773
REACTOME_APOPTOSIS	CASP3(1),CASP9(1);CASP3(1),HIST1H1C(1),MST4(1),PSMB4(1),PSMD1(1),TRAF2(1)	7	2	3	4	0.222222222222	0.571428571429	4.19343171197852	0.181818181818182	1.43132010699118	0.124100548644773
REACTOME_HIV_INFECTION	ERCC3(1),XRCC4(1);AP1B1(1),GTF2E2(1),NUP93(1),PSMB4(1),PSMD1(1),XRCC4(1)	7	2	3	4	0.222222222222	0.571428571429	4.19343171197852	0.181818181818182	1.43132010699118	0.124100548644773
REACTOME_DIABETES_PATHWAYS	ADCY5(1),ADRA2C(1),ATF6(1),CACNB3(1),ENO1(1),GNAI2(1),NDUFA1(1),RPS3(1),SRP14(2);ATF6(1),IGFBP2(1),PDHX(1),RAPGEF4(1),RPN1(2),SEC11C(1),SRP14(1),SRP68(1),UQCRC1(1)	4	5	1	6	0.555555555556	0.857142857143	4.35788809907078	0.230769230769231	1.29110621830865	0.150683300700579
BIOCARTA_41BB_PATHWAY	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_ACH_PATHWAY	;PTK2B(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_AGR_PATHWAY	;SP1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_AKAP95_PATHWAY	;NCAPD2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_AKAPCENTROSOME_PATHWAY	;PKN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_AMI_PATHWAY	;PROC(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_ATM_PATHWAY	;MDM2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_ATRBRCA_PATHWAY	;FANCD2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CALCINEURIN_PATHWAY	;SP1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CBL_PATHWAY	;PDGFRA(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CCR3_PATHWAY	;ROCK2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CCR5_PATHWAY	;PTK2B(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CDC42RAC_PATHWAY	;PDGFRA(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CERAMIDE_PATHWAY	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CTL_PATHWAY	;PRF1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_CXCR4_PATHWAY	;PTK2B(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_ECM_PATHWAY	;TLN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_EDG1_PATHWAY	;PDGFRA(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_EPO_PATHWAY	;STAT5A(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_ERK_PATHWAY	;PDGFRA(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_ETS_PATHWAY	;RBL2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_EXTRINSIC_PATHWAY	;PROC(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_G2_PATHWAY	;MDM2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_GABA_PATHWAY	;GABRA3(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_GH_PATHWAY	;STAT5A(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_GLEEVEC_PATHWAY	;STAT5A(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_HCMV_PATHWAY	;SP1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_HER2_PATHWAY	;IL6ST(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_IL12_PATHWAY	;STAT4(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_IL3_PATHWAY	;STAT5A(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_IL6_PATHWAY	;IL6ST(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_INTRINSIC_PATHWAY	;KLKB1(1),PROC(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_MCALPAIN_PATHWAY	;TLN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_MYOSIN_PATHWAY	;PKN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_NDKDYNAMIN_PATHWAY	;EPN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	;PNMT(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_NKCELLS_PATHWAY	;PTK2B(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_NO2IL12_PATHWAY	;STAT4(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_P53HYPOXIA_PATHWAY	;MDM2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_P53_PATHWAY	;MDM2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_PAR1_PATHWAY	;PTK2B(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_PARKIN_PATHWAY	;GPR37(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_PLCE_PATHWAY	;PTGER1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_PYK2_PATHWAY	;PTK2B(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_RHO_PATHWAY	;TLN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_SARS_PATHWAY	;LDHA(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_SET_PATHWAY	;PRF1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_SODD_PATHWAY	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_STRESS_PATHWAY	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_TALL1_PATHWAY	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
BIOCARTA_TNFR2_PATHWAY	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_AFRICAN_TRYPANOSOMIASIS	;APOL1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_ALLOGRAFT_REJECTION	;PRF1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_ARGININE_AND_PROLINE_METABOLISM	;GLUL(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	;MPI(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	;GLA(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_GRAFT_VERSUS_HOST_DISEASE	;PRF1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_HISTIDINE_METABOLISM	;ACY3(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_HOMOLOGOUS_RECOMBINATION	;RAD54L(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	;NKX6-1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_MISMATCH_REPAIR	;MSH2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_SULFUR_RELAY_SYSTEM	;NFS1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_THIAMINE_METABOLISM	;NFS1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_TYPE_I_DIABETES_MELLITUS	;PRF1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
KEGG_TYROSINE_METABOLISM	;PNMT(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	;PRKAG3(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_AMINE_DERIVED_HORMONES	;PNMT(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION	;GLUL(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_APCDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	;CDC27(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_BASIGIN_INTERACTIONS	;SLC16A8(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	;MCCC2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_CELLEXTRACELLULAR_MATRIX_INTERACTIONS	;FBLIM1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	;CCR8(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_COMMON_PATHWAY	;PROC(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_CONVERSION_FROM_APC_CDC20_TO_APC_CDH1_IN_LATE_ANAPHASE	;CDC27(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	;HARS(1),KARS(1),NARS(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_DEATH_RECEPTOR_SIGNALLING	;TRAF2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	;PTGER1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_FURTHER_PLATELET_RELEASATE	;TLN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	;ROCK2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	;PROC(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_GAP_JUNCTION_DEGRADATION	;DAB2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	;PGM2(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	;TLN1(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
REACTOME_INACTIVATION_OF_APC_VIA_DIRECT_INHIBITION_OF_THE_APCOMPLEX	;CDC27(1)	9	0	6	1	0	0.142857142857	NA	0.4375	1.17108008753824	0.214608920978493
