Row.names	PathwayMutatedGenes	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAXCancer_MutationRate	BRCAXControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_P53_INDEPENDENT_DNA_DAMAGE_RESPONSE	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_SIGNALING_BY_WNT	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	;PSMB4(1),PSMD1(1)	11	0	5	2	0	0.285714285714	NA	0.137254901960784	1.88034951158403	0.0521440886453254
REACTOME_INSULIN_SYNTHESIS_AND_SECRETION	RPL7(2),RPS16(1);RPN1(2),SEC11C(1),SRP14(1),SRP68(1)	8	3	2	5	0.272727272727	0.714285714286	5.89913171950695	0.0882352941176468	1.83791242389894	0.0522421317037143
KEGG_BASE_EXCISION_REPAIR	PARP1(1),POLE2(1);OGG1(2),PARP2(1),POLE2(1)	9	2	3	4	0.181818181818	0.571428571429	5.34092192931396	0.116515837104072	1.70940864689457	0.0598920059636238
KEGG_SALIVARY_SECRETION	ADRA1B(2),LPO(2);ADRA1B(1),CST5(1),KCNN4(1),LPO(2)	9	2	3	4	0.181818181818	0.571428571429	5.34092192931396	0.116515837104072	1.70940864689457	0.0598920059636238
BIOCARTA_BIOPEPTIDES_PATHWAY	PTK2B(1);PTK2B(1),STAT4(1),STAT5A(1)	10	1	4	3	0.0909090909091	0.428571428571	6.60600206849812	0.137254901960784	1.6798489197904	0.083309979245398
KEGG_MRNA_SURVEILLANCE_PATHWAY	CLP1(1);CLP1(1),PABPC3(1),PAPOLB(1)	10	1	4	3	0.0909090909091	0.428571428571	6.60600206849812	0.137254901960784	1.6798489197904	0.083309979245398
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	SLC5A7(1);RHCG(1),SLC6A12(2)	10	1	4	3	0.0909090909091	0.428571428571	6.60600206849812	0.137254901960784	1.6798489197904	0.083309979245398
REACTOME_GAP_JUNCTION_TRAFFICKING	GJA10(1);DAB2(1),GJB7(1),GJD3(1)	10	1	4	3	0.0909090909091	0.428571428571	6.60600206849812	0.137254901960784	1.6798489197904	0.083309979245398
BIOCARTA_AKAP95_PATHWAY	;NCAPD2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_AKAPCENTROSOME_PATHWAY	;PKN1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_ARAP_PATHWAY	;KDELR3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_CALCINEURIN_PATHWAY	;SP1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_CBL_PATHWAY	;PDGFRA(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_CCR3_PATHWAY	;ROCK2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_CHREBP2_PATHWAY	;PRKAG3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_DNAFRAGMENT_PATHWAY	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_ETC_PATHWAY	;UQCRC1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_ETS_PATHWAY	;RBL2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_GABA_PATHWAY	;GABRA3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_HIF_PATHWAY	;LDHA(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_HSP27_PATHWAY	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_IL2_PATHWAY	;STAT5A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_IL6_PATHWAY	;IL6ST(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_MITOCHONDRIA_PATHWAY	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_NDKDYNAMIN_PATHWAY	;EPN1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_NUCLEARRS_PATHWAY	;NR1H4(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_PARKIN_PATHWAY	;GPR37(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_PITX2_PATHWAY	;TRRAP(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_PLCE_PATHWAY	;PTGER1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_RHO_PATHWAY	;TLN1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_SARS_PATHWAY	;LDHA(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
BIOCARTA_SPRY_PATHWAY	;RASA1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_AFRICAN_TRYPANOSOMIASIS	;APOL1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_FATTY_ACID_BIOSYNTHESIS	;OLAH(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_GASTRIC_ACID_SECRETION	;KCNK10(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	;GLA(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_HISTIDINE_METABOLISM	;ACY3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_NON_HOMOLOGOUS_END_JOINING	;XRCC4(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_OTHER_GLYCAN_DEGRADATION	;NEU3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	;CYP7A1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_RNA_POLYMERASE	;POLR1A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_SULFUR_RELAY_SYSTEM	;NFS1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_TASTE_TRANSDUCTION	;TAS2R41(1),TAS2R60(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
KEGG_THIAMINE_METABOLISM	;NFS1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	;PRKAG3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION	;GLUL(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_APCDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	;CDC27(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_BASIGIN_INTERACTIONS	;SLC16A8(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	;SLC16A8(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_CONVERSION_FROM_APC_CDC20_TO_APC_CDH1_IN_LATE_ANAPHASE	;CDC27(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_COPI_MEDIATED_TRANSPORT	;COPE(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	;XRCC4(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	;PTGER1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_ENDOGENOUS_STEROLS	;CYP11B1(1),CYP7A1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_FANCONI_ANEMIA_PATHWAY	;FANCD2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	;FGF22(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_FRS2MEDIATED_CASCADE	;FGF22(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_FURTHER_PLATELET_RELEASATE	;TLN1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_GAP_JUNCTION_DEGRADATION	;DAB2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	;PGM2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	;AP1B1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS	;CYP7A1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	;AP1B1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_PHOSPHOLIPASE_CMEDIATED_CASCADE	;FGF22(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_PHOSPHORYLATION_OF_THE_APC	;CDC27(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	;GMPS(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_COMPLEX	;PDHX(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	;PRKAG3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_RNA_POLYMERASE_I_CHAIN_ELONGATION	;POLR1A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	;GTF3A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION	;GTF3A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	;POLR1A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	;POLR1A(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_SHCMEDIATED_CASCADE	;FGF22(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_SMOOTH_MUSCLE_CONTRACTION	;TLN1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	;CYP7A1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	;CYP7A1(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_UNFOLDED_PROTEIN_RESPONSE	;ATF6(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
SA_FAS_SIGNALING	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
ST_GA13_PATHWAY	;ROCK2(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
ST_GRANULE_CELL_SURVIVAL_PATHWAY	;CASP3(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
ST_P38_MAPK_PATHWAY	;MAPKAPK5(1)	11	0	6	1	0	0.142857142857	NA	0.388888888888889	1.28990912324027	0.183085843851622
REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS	SLC2A11(1),SLC2A3(1),SLC2A4(1),SLC5A7(1);RHCG(1),SLC16A8(1),SLC39A3(1),SLC39A4(2),SLC6A12(2)	8	3	3	4	0.272727272727	0.571428571429	3.29271244101738	0.220211161387632	1.2672822831655	0.183112423628874
BIOCARTA_EGF_PATHWAY	PIK3CA(2);RASA1(1),STAT4(1),STAT5A(1)	9	2	4	3	0.181818181818	0.428571428571	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
BIOCARTA_PDGF_PATHWAY	PIK3CA(2);PDGFRA(1),RASA1(1),STAT4(1),STAT5A(1)	9	2	4	3	0.181818181818	0.428571428571	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
KEGG_BILE_SECRETION	SCARB1(2);AQP8(1),CYP7A1(1),EPHX1(1),NR1H4(1)	9	2	4	3	0.181818181818	0.428571428571	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
KEGG_HUNTINGTONS_DISEASE	NDUFA6(1),NDUFV1(1),UCP1(1);CASP3(1),SP1(1),UQCRC1(1),VDAC3(1)	9	2	4	3	0.181818181818	0.428571428571	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
REACTOME_CDC20_PHOSPHO_APC_MEDIATED_DEGRADATION_OF_CYCLIN_A	BUB1B(2);CDC27(1),PSMB4(1),PSMD1(1)	9	2	4	3	0.181818181818	0.428571428571	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE	BUB1B(2);CDC27(1),PSMB4(1),PSMD1(1)	9	2	4	3	0.181818181818	0.428571428571	3.13524983017657	0.272058823529412	1.13943042714406	0.184680808417862
REACTOME_CELL_CYCLE_CHECKPOINTS	BUB1B(2),HUS1(3),MDM2(3);CDC27(1),CDC7(1),MDM2(1),PSMB4(1),PSMD1(1)	6	5	2	5	0.454545454545	0.714285714286	2.81869603570887	0.278280542986425	1.08112495523467	0.184680839575076
Taube_EMT	CYBRD1(1),CYP27B1(1),IGFBP2(1),LEPREL1(2),PMP22(1),ST14(2);CORO1A(1),ERMP1(1),IGFBP2(1),LEPREL1(1),RHOD(1),STAC(1),ZCCHC24(1)	6	5	2	5	0.454545454545	0.714285714286	2.81869603570887	0.278280542986425	1.08112495523467	0.184680839575076
BIOCARTA_CHEMICAL_PATHWAY	PARP1(1);CASP3(1),TLN1(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
BIOCARTA_INTEGRIN_PATHWAY	CAPN1(1);TLN1(1),ZYX(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
KEGG_CARDIAC_MUSCLE_CONTRACTION	SLC9A6(1);TNNT2(1),UQCRC1(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
KEGG_GLUTATHIONE_METABOLISM	GSTO1(1);GSTA5(1),GSTM5(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
KEGG_MUCIN_TYPE_O_GLYCAN_BIOSYNTHESIS	GALNT3(1);GALNTL2(1),ST6GALNAC1(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
KEGG_PYRUVATE_METABOLISM	ACYP2(1);GRHPR(1),LDHA(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
KEGG_RNA_DEGRADATION	EXOSC9(1);EXOSC10(1),PABPC3(1),PATL1(1),PNPT1(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
REACTOME_APOPTOTIC_EXECUTION_PHASE	LMNB1(1);CASP3(1),HIST1H1C(1),MST4(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
REACTOME_GAP_JUNCTION_ASSEMBLY	GJA10(1);GJB7(1),GJD3(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
REACTOME_GLUTATHIONE_CONJUGATION	GSTO1(1);GSTA5(1),GSTM5(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
REACTOME_INTRINSIC_PATHWAY	KLKB1(1);GP1BA(1),KLKB1(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
REACTOME_MUSCLE_CONTRACTION	TNNI2(1);TLN1(1),TNNT2(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
ST_JNK_MAPK_PATHWAY	MAP3K9(1);MAP3K2(1),MAP3K9(1)	10	1	5	2	0.0909090909091	0.285714285714	3.68244308279806	0.325980392156863	1.08112495523467	0.230137820493807
KEGG_CALCIUM_SIGNALING_PATHWAY	ADORA2B(1),ADRA1B(2),AGTR1(1),DRD1(1),PTK2B(1),SPHK1(1);ADRA1B(1),AVPR1B(1),CCKAR(1),PDGFRA(1),PTGER1(1),PTK2B(1),VDAC3(1)	4	7	1	6	0.636363636364	0.857142857143	3.21542363836758	0.323529411764706	1.01949038218153	0.230137823452921
REACTOME_APOPTOSIS	LMNB1(1),TRAF2(3);CASP3(1),HIST1H1C(1),MST4(1),PSMB4(1),PSMD1(1),TRAF2(1)	7	4	3	4	0.363636363636	0.571428571429	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	ATP6V1H(1),CCNT1(2),NUP155(1);AP1B1(1),NUP93(1),PSMB4(1),PSMD1(1)	7	4	3	4	0.363636363636	0.571428571429	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
REACTOME_MITOTIC_M_M_G1_PHASES	BUB1B(2),CENPI(1),CLIP1(1);KIF20A(1),KIF2C(1),PSMB4(1),PSMD1(1),RCC2(1)	7	4	3	4	0.363636363636	0.571428571429	2.22221259258736	0.352187028657617	0.864899964187737	0.230362250096227
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	FMO1(1),GSTO1(1),UGT1A3(2);FMO3(1),GSTA5(1),GSTM5(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
KEGG_GLYCEROLIPID_METABOLISM	AGPAT9(1),MOGAT3(1),PNLIP(1);CEL(1),GLA(1),PNLIPRP2(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	CARD6(1),NOD1(1),SUGT1(1);CASP5(1),NLRC4(1),SUGT1(1)	8	3	4	3	0.272727272727	0.428571428571	1.92153754047368	0.427601809954751	0.683763458757828	0.338710116261245
