Row.names	PathwayMutatedGenes	BRCACancer_NumNonMuts	BRCACancer_NumMuts	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCACancer_MutationRate	BRCAControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	;ACADS(1),ACADVL(1),HADHA(2)	8	0	6	3	0	0.333333333333	NA	0.123529411764706	1.79947082168487	0.0534847881689078
REACTOME_MITOTIC_M_M_G1_PHASES	;AURKB(1),ORC6(1),RCC2(2)	8	0	6	3	0	0.333333333333	NA	0.123529411764706	1.79947082168487	0.0534847881689078
REACTOME_RNA_POLYMERASE_I_PROMOTER_OPENING	;HIST1H2BO(1),HIST2H2AC(1),HIST2H2BE(1)	8	0	6	3	0	0.333333333333	NA	0.123529411764706	1.79947082168487	0.0534847881689078
KEGG_PURINE_METABOLISM	ADCY5(1),ENTPD2(1),NPR2(1),NT5C1A(1),POLA2(1),POLR3GL(1);ADCY5(1),CANT1(1),ENPP1(1),ENTPD2(1),NME6(1),NPR2(1),NT5C1A(1),POLA2(1),POLR1C(1),POLR3E(1),PRPS1L1(1),RRM1(1)	4	4	1	8	0.5	0.888888888889	7.00719541976206	0.110859728506787	1.75646952298786	0.0534946321756616
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	MYL2(1),SIPA1(1);ACTN3(2),CLDN23(1),GNAI2(1),MAPK13(1),NCF2(2),PIK3R5(1),TXK(1)	6	2	3	6	0.25	0.666666666667	5.32669667954546	0.10896750308515	1.71796067734069	0.0595385564689165
KEGG_PHAGOSOME	C1R(1),DYNC1LI1(1),RILP(1),TFRC(1);ATP6V1D(1),MARCO(2),NCF2(2),TLR6(1)	6	2	3	6	0.25	0.666666666667	5.32669667954546	0.10896750308515	1.71796067734069	0.0595385564689165
KEGG_PYRIMIDINE_METABOLISM	NT5C1A(1),POLA2(1),POLR3GL(1);CANT1(1),DHODH(2),DPYS(1),NME6(1),NT5C1A(1),POLA2(1),POLR1C(1),POLR3E(1),RRM1(1)	6	2	3	6	0.25	0.666666666667	5.32669667954546	0.10896750308515	1.71796067734069	0.0595385564689165
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SLC15A1(1),SLC29A2(1),SLC37A4(1),SLC5A11(1),SLC7A6(1),SLC9A9(1);ABCD1(1),RHCG(1),SLC13A1(1),SLC13A3(1),SLC16A7(1),SLC24A2(1),SLC26A1(1),SLC2A3(1),SLC2A5(1),SLC39A2(1),SLC44A5(1),SLC5A8(1)	5	3	2	7	0.375	0.777777777778	5.18712924889159	0.117030028794735	1.68425246005649	0.0744959064237626
KEGG_CARBOHYDRATE_DIGESTION_AND_ABSORPTION	SLC37A4(1);GNAT3(1),LCT(1),PIK3R5(1),SLC2A5(1)	7	1	5	4	0.125	0.444444444444	5.05874989753748	0.183257918552036	1.44281425102574	0.0932814839742332
KEGG_VEGF_SIGNALING_PATHWAY	PLA2G2D(1);CASP9(1),MAPK13(1),PIK3R5(1),PLA2G12B(1)	7	1	5	4	0.125	0.444444444444	5.05874989753748	0.183257918552036	1.44281425102574	0.0932814839742332
REACTOME_METABLISM_OF_NUCLEOTIDES	NT5C1A(1),SLC29A2(1);DHODH(2),DPYS(1),NT5C1A(1),RRM1(1)	7	1	5	4	0.125	0.444444444444	5.05874989753748	0.183257918552036	1.44281425102574	0.0932814839742332
BIOCARTA_CELL2CELL_PATHWAY	;ACTN3(2)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
BIOCARTA_D4GDI_PATHWAY	;CASP3(1),CASP9(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
BIOCARTA_ERYTH_PATHWAY	;IL11(1),TGFB2(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
BIOCARTA_HSP27_PATHWAY	;CASP3(1),CASP9(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
BIOCARTA_MET_PATHWAY	;HGF(1),RASA1(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
KEGG_COLLECTING_DUCT_ACID_SECRETION	;ATP6V1D(1),CLCNKB(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA	;HADHA(2)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
KEGG_REGULATION_OF_AUTOPHAGY	;IFNA14(1),IFNA6(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
KEGG_VIBRIO_CHOLERAE_INFECTION	;ATP6V1D(1),PDIA4(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	;RHCG(1),SLC44A5(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	;SLC13A1(1),SLC13A3(1),SLC16A7(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_CELL_CELL_ADHESION_SYSTEMS	;CADM1(1),CLDN23(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_CELL_JUNCTION_ORGANIZATION	;CADM1(1),CLDN23(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_COPI_MEDIATED_TRANSPORT	;COPB2(1),COPE(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	;SLC2A3(1),SLC2A5(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_G_PROTEIN_ACTIVATION	;GNAI2(1),GNAT3(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	;CASP3(1),CASP9(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_MITOTIC_PROMETAPHASE	;AURKB(1),RCC2(2)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_MYD88_CASCADE	;IRAK1(1),TLR10(1),TLR6(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_RNA_POLYMERASE_I_CHAIN_ELONGATION	;ERCC3(1),POLR1C(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	;ERCC3(1),POLR1C(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	;ERCC3(1),POLR1C(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	;ERCC3(1),POLR1C(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
REACTOME_TOLL_LIKE_RECEPTOR_9_CASCADE	;IRAK1(1),TLR10(1),TLR6(1)	8	0	7	2	0	0.222222222222	NA	0.264705882352941	1.41944172645967	0.125045304059162
KEGG_LEISHMANIASIS	JAK2(1),NFKB1(1);IRAK1(1),MAPK13(1),NCF2(2),TGFB2(1)	6	2	4	5	0.25	0.555555555556	3.45525051000939	0.217811600164541	1.27770876280148	0.132114128838294
KEGG_PARKINSONS_DISEASE	COX6A2(1),NDUFA1(1),NDUFB8(1);CASP3(1),CASP9(1),COX4I2(1),COX6A2(1),NDUFA1(1)	6	2	4	5	0.25	0.555555555556	3.45525051000939	0.217811600164541	1.27770876280148	0.132114128838294
KEGG_PEROXISOME	CRAT(1),PEX11A(1);ABCD1(1),ACSL6(1),ECH1(1),HACL1(1),HAO2(1),MLYCD(1),PEX12(1)	6	2	4	5	0.25	0.555555555556	3.45525051000939	0.217811600164541	1.27770876280148	0.132114128838294
KEGG_TIGHT_JUNCTION	MYL2(1),PRKCZ(1),RRAS(1);ACTN3(2),CLDN23(1),GNAI2(1),HCLS1(1),RAB13(1)	6	2	4	5	0.25	0.555555555556	3.45525051000939	0.217811600164541	1.27770876280148	0.132114128838294
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOLGPI_ANCHOR_BIOSYNTHESIS	PIGF(1),PIGL(1),PIGM(1);GPAA1(2),GPLD1(2),PIGG(1),PIGZ(1)	5	3	3	6	0.375	0.666666666667	3.09147535032349	0.237967914438503	1.20257247413848	0.149065516921707
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	CCL25(1),CCR6(1),IFNAR1(1),IL10RA(1),IL18R1(1),IL2RA(1),IL5(1),INHBA(1),INHBE(1),MPL(2),PDGFRA(1),TGFBR2(1),TNFSF18(1);HGF(1),IFNA14(1),IFNA6(1),IL11(1),IL17A(1),IL17RB(1),IL25(1),IL2RA(1),PDGFB(1),TGFB2(1),TGFBR1(2)	1	7	0	9	0.875	1	NA	0.470588235294118	1.09330348028349	0.238414094293157
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	NFKB1(1);ATP6V1D(1),CASP3(1),MAPK13(1)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
KEGG_PPAR_SIGNALING_PATHWAY	SLC27A4(1);ACSL6(1),ANGPTL4(1),CYP27A1(1)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
KEGG_PROTEIN_EXPORT	SRP14(1);SEC62(1),SRP14(2)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	CYP3A7(1);CYP27A1(1),CYP2S1(1),CYP2U1(1)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
REACTOME_MEMBRANE_TRAFFICKING	TFRC(1);COPB2(1),COPE(1),SH3GL2(1)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
REACTOME_PACKAGING_OF_TELOMERE_ENDS	HIST3H3(1);HIST1H2BO(1),HIST2H2AC(1),HIST2H2BE(1)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
REACTOME_PYRIMIDINE_METABOLISM	NT5C1A(1);DHODH(2),DPYS(1),NT5C1A(1)	7	1	6	3	0.125	0.333333333333	3.25772269891603	0.335294117647059	1.0107594250783	0.238414094299771
BIOCARTA_AKAP13_PATHWAY	;LPAR3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_ARF_PATHWAY	;POLR1C(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_BCELLSURVIVAL_PATHWAY	;CASP3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_CHREBP2_PATHWAY	;MLXIPL(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_EGF_PATHWAY	;RASA1(1),STAT6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_EIF_PATHWAY	;EIF6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_ERK5_PATHWAY	;MEF2D(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_HDAC_PATHWAY	;MEF2D(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_HIF_PATHWAY	;ARNT(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_IGF1_PATHWAY	;RASA1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_IL17_PATHWAY	;IL17A(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_IL4_PATHWAY	;STAT6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_INSULIN_PATHWAY	;RASA1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_MEF2D_PATHWAY	;MEF2D(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_NUCLEARRS_PATHWAY	;NR1H4(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_PGC1A_PATHWAY	;MEF2D(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_RARRXR_PATHWAY	;ERCC3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_STATHMIN_PATHWAY	;MAPK13(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_TFF_PATHWAY	;CASP9(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
BIOCARTA_VEGF_PATHWAY	;ARNT(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_ABC_TRANSPORTERS	;ABCD1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	;CTSB(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_BIOTIN_METABOLISM	;BTD(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_FATTY_ACID_BIOSYNTHESIS	;MCAT(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_GALACTOSE_METABOLISM	;LCT(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_HEDGEHOG_SIGNALING_PATHWAY	;BMP6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_MTOR_SIGNALING_PATHWAY	;PIK3R5(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_NITROGEN_METABOLISM	;CTH(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_NON_HOMOLOGOUS_END_JOINING	;XRCC4(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	;HCLS1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_PENTOSE_PHOSPHATE_PATHWAY	;PRPS1L1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	;CYP27A1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_SELENOCOMPOUND_METABOLISM	;CTH(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_STARCH_AND_SUCROSE_METABOLISM	;ENPP1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_STEROID_BIOSYNTHESIS	;CEL(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_SULFUR_METABOLISM	;SULT1A2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
KEGG_VITAMIN_DIGESTION_AND_ABSORPTION	;BTD(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	;GRIK3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	;CADM1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	;GNAI2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	;CASP9(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	;CASP3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	;CASP3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	;ORC6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	;ORC6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	;SULT1A2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_DUAL_INCISION_REACTION_IN_TC_NER	;ERCC3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	;XRCC4(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ENDOGENOUS_STEROLS	;CYP27A1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ERK_MAPK_TARGETS	;DUSP7(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ERKS_ARE_INACTIVATED	;DUSP7(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_FANCONI_ANEMIA_PATHWAY	;PALB2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	;RPS3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	;CCT3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	;PIK3R5(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	;MED16(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_GENES_INVOLVED_IN_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	;CASP3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	;PIK3R5(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_HORMONE_BIOSYNTHESIS	;HSD3B1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	;GRIK3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	;SH3GL2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	;DUSP7(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_METABOLISM_OF_BILE_ACIDS_AND_BILE_SALTS	;CYP27A1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_METABOLISM_OF_MRNA	;EXOSC1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_METABOLISM_OF_RNA	;EXOSC1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_METAL_ION_SLC_TRANSPORTERS	;SLC39A2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_M_G1_TRANSITION	;ORC6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	;EXOSC1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_MRNA_PROCESSING	;ERCC3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_MYOGENESSIS	;MEF2D(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_NEURORANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	;GRIK3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	;DUSP7(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	;ORC6(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_P38MAPK_EVENTS	;MAPK13(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	;IRAK1(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_PI3K_AKT_SIGNALLING	;CASP9(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	;TBCC(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	;CCT3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	;SH3GL2(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE	;ERCC3(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	;POLR3E(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	;POLR3E(1)	8	0	8	1	0	0.111111111111	NA	0.529411764705882	0.97182531580755	0.284404590076005
