Row.names	GeneSymbol	UtahControl_NumNonMuts	UtahControl_NumMuts	UtahCancer_NumNonMuts	UtahCancer_NumMuts	UtahControl_MutationRate	UtahCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
26037	SIPA1L1;SIPA1L1	15	1	14	5	0.0625	0.263157894737	5.13201749629862	0.131336405529954	1.56910657144341	0.0878934421477746
100131390	SP9;SP9	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
10147	SUGP2;SUGP2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
10915	TCERG1;TCERG1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
1105	CHD1;CHD1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
11245	GPR176;GPR176	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
11252	PACSIN2;PACSIN2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
11282	MGAT4B;MGAT4B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
1135	CHRNA2;CHRNA2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
117579	RLN3;RLN3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
120071	GYLTL1B;GYLTL1B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
121227	LRIG3;LRIG3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
121260	SLC15A4;SLC15A4	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
121278	TPH2;TPH2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
124093	CCDC78;CCDC78	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
126526	C19orf47;C19orf47	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
132430	PABPC4L;PABPC4L	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
1384	CRAT;CRAT	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
139599	MAGEE2;MAGEE2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
140628	GATA5;GATA5	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
146556	C16orf89;C16orf89	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
154043	CNKSR3;CNKSR3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
157807	CLVS1;CLVS1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
158067	AK8;AK8	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
159195	USP54;USP54	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
166979	CDC20B;CDC20B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
168433	RNF133;RNF133	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
1786	DNMT1;DNMT1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
1815	DRD4;DRD4	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
1844	DUSP2;DUSP2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
190	NR0B1;NR0B1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
200879	LIPH;LIPH	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
203100	HTRA4;HTRA4	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
219287	FAM123A;FAM123A	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
222229	LRWD1;LRWD1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
2244	FGB;FGB	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
22885	ABLIM3;ABLIM3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
23002	DAAM1;DAAM1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
23029	RBM34;RBM34	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
23112	TNRC6B;TNRC6B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
23223	RRP12;RRP12	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
25912	C1orf43;C1orf43	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
25973	PARS2;PARS2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
26223	FBXL21;FBXL21	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
26261	FBXO24;FBXO24	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
27143	KIAA1274;KIAA1274	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
27253	PCDH17;PCDH17	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
27306	HPGDS;HPGDS	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
283659	PRTG;PRTG	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
285601	GPR150;GPR150	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
285643	KIF4B;KIF4B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
285971	ZNF775;ZNF775	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
286410	ATP11C;ATP11C	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
29998	GLTSCR1;GLTSCR1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
313	AOAH;AOAH	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
3234	HOXD8;HOXD8	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
338322	NLRP10;NLRP10	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
341152	OR2AT4;OR2AT4	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
3419	IDH3A;IDH3A	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
342574	KRT27;KRT27	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
3651	PDX1;PDX1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
3676	ITGA4;ITGA4	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
374986	FAM73A;FAM73A	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
389333	LOC389333;LOC389333	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
401265	KLHL31;KLHL31	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
401474	SAMD12;SAMD12	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
401565	FAM166A;FAM166A	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
403313	PPAPDC2;PPAPDC2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
4326	MMP17;MMP17	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
4329	ALDH6A1;ALDH6A1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
4495	MT1G;MT1G	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
4597	MVD;MVD	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
4938	OAS1;OAS1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
4948	OCA2;OCA2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
51032	CELA2B;CELA2B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
51251	NT5C3;NT5C3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
51602	NOP58;NOP58	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
5276	SERPINI2;SERPINI2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
5290	PIK3CA;PIK3CA	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
54659	UGT1A3;UGT1A3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
54839	LRRC49;LRRC49	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
54935	DUSP23;DUSP23	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
55268	ECHDC2;ECHDC2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
55773	TBC1D23;TBC1D23	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
55833	UBAP2;UBAP2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
56098	PCDHGC4;PCDHGC4	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
56269	IRGC;IRGC	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
57464	FAM40B;FAM40B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
5859	QARS;QARS	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
590	BCHE;BCHE	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
59344	ALOXE3;ALOXE3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
60685	ZFAND3;ZFAND3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
6129	RPL7;RPL7	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
6326	SCN2A;SCN2A	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
63941	NECAB3;NECAB3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
643836	ZFP62;ZFP62	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
644353	ZCCHC18;ZCCHC18	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
644815	FAM83G;FAM83G	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
645832	SEBOX;SEBOX	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
6595	SMARCA2;SMARCA2	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
6641	SNTB1;SNTB1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
6768	ST14;ST14	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
701	BUB1B;BUB1B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
7482	WNT2B;WNT2B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
7593	MZF1;MZF1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79132	DHX58;DHX58	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79161	C7orf23;C7orf23	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79295	OR5H6;OR5H6	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79600	TCTN1;TCTN1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79607	FAM118B;FAM118B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79838	TMC5;TMC5	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
79861	TUBAL3;TUBAL3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
80731	THSD7B;THSD7B	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
80833	APOL3;APOL3	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
83538	TTC25;TTC25	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
83851	SYT16;SYT16	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
84243	ZDHHC18;ZDHHC18	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
84641	HIATL1;HIATL1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
8476	CDC42BPA;CDC42BPA	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
904	CCNT1;CCNT1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
9111	NMI;NMI	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
9118	INA;INA	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
949	SCARB1;SCARB1	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
9580	SOX13;SOX13	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
9730	VPRBP;VPRBP	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
9833	MELK;MELK	16	0	17	2	0	0.105263157895	NA	0.287394957983193	1.33651931955623	0.126223639753789
54680	ZNHIT6;ZNHIT6	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
79990	PLEKHH3;PLEKHH3	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
84826	SFT2D3;SFT2D3	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
8509	NDST2;NDST2	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
85294	KRTAP2-4;KRTAP2-4	15	1	15	4	0.0625	0.210526315789	3.85915717817557	0.226853791369921	1.24670618663319	0.147932152047134
100128569	C19orf71;C19orf71	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100129792	CCDC152;CCDC152	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100130519	TMEM221;TMEM221	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100130742	LRRC69;LRRC69	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100130988	C7orf72;C7orf72	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10020	GNE;GNE	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100288797	LOC100288797;LOC100288797	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10043	TOM1;TOM1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10048	RANBP9;RANBP9	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100506627	DCDC5;DCDC5	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100526694	C9orf30-TMEFF1;C9orf30-TMEFF1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
100532736	C1orf15-NBL1;C1orf15-NBL1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10078	TSSC4;TSSC4	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10105	PPIF;PPIF	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10143	CLEC3A;CLEC3A	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10146	G3BP1;G3BP1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10171	RCL1;RCL1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
1018	CDK3;CDK3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10236	HNRNPR;HNRNPR	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10253	SPRY2;SPRY2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10269	ZMPSTE24;ZMPSTE24	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10279	PRSS16;PRSS16	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10297	APC2;APC2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10300	KATNB1;KATNB1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10313	RTN3;RTN3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10342	TFG;TFG	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10370	CITED2;CITED2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10384	BTN3A3;BTN3A3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10392	NOD1;NOD1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10428	CFDP1;CFDP1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10468	FST;FST	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10479	SLC9A6;SLC9A6	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10507	SEMA4D;SEMA4D	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10517	FBXW10;FBXW10	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
1052	CEBPD;CEBPD	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10526	IPO8;IPO8	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10578	GNLY;GNLY	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10600	USP16;USP16	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10609	LEPREL4;LEPREL4	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10617	STAMBP;STAMBP	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10641	NPRL2;NPRL2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10645	CAMKK2;CAMKK2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10651	MTX2;MTX2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10682	EBP;EBP	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10699	CORIN;CORIN	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10718	NRG3;NRG3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10766	TOB2;TOB2	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10786	SLC17A3;SLC17A3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10865	ARID5A;ARID5A	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10869	USP19;USP19	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10948	STARD3;STARD3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10973	ASCC3;ASCC3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
10999	SLC27A4;SLC27A4	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11026	LILRA3;LILRA3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11035	RIPK3;RIPK3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11041	B3GNT1;B3GNT1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11055	ZPBP;ZPBP	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11061	LECT1;LECT1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11105	PRDM7;PRDM7	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
1112	FOXN3;FOXN3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11140	CDC37;CDC37	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11177	BAZ1A;BAZ1A	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
112399	EGLN3;EGLN3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11258	DCTN3;DCTN3	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11321	GPN1;GPN1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
1133	CHRM5;CHRM5	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
11332	ACOT7;ACOT7	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
113451	ADC;ADC	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
113452	TMEM54;TMEM54	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
113763	C7orf29;C7orf29	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
114088	TRIM9;TRIM9	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
114571	SLC22A9;SLC22A9	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
114625	ERMAP;ERMAP	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
114799	ESCO1;ESCO1	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
114991	ZNF618;ZNF618	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
115024	NT5C3L;NT5C3L	16	0	18	1	0	0.0526315789474	NA	0.542857142857143	0.931060183347715	0.283260628088936
